ji vai share $0.0200 dollar paben ar apnar click ar jonno $0.0100 paben #anisul islam	জি ভাই শেয়ার ৳০.০২০০ ডলার পাবেন আর আপনার ক্লিক এর জন্য ৳০.০১০০ পাবেন #user
amr clan a aste paro clan lvl5. name.Bangladesh member 36..tag #802RUJJL	আমার ক্লান এ আসতে পার ক্লান লেভেল৫। নাম।বাংলাদেশ মেম্বার ৩৬..ট্যাগ #৮০২আরইউযেযেএল
Kgf film ta banate 80 koti rupi lage cilo ar first 7 days a 109 rupi paicilo.amaer rupi r sonkha mone porch na kintu 100 kotir opore ghace.	কেজিএফ ফিল্ম টা বানাতে ৮০ কোটি রুপি লাগে ছিল এর ফার্স্ট ৭ ডেইস এ ১০৯ রুপি পাইছিল। আমার রুপি এর সংখ্যা মনে পরছে না কিন্তু ১০০ কোটির উপরে গেছে।
R oi post er kothau collected likha nai…abr comment e boro boro kotha bolte ascen? Reported to the trickbd support team..	আর ঐ পোস্ট এর কথাও কালেক্টেড লিখা নাই...আবার কমেন্ট এ বড় বড় কথা বলতে আসেন? রিপোর্টেড টু দা ট্রিকবিডি সাপোর্ট টিম..
tnx bai onek din dore apps ti search korchilam	থ্যাংকস ভাই অনেক দিন ধরে অ্যাপশ টি সার্চ করছিলাম
Symphony zvii phone e kaj korbe?	সিম্ফনি জেডসেভেন ফোন এ কাজ করবে?
Je button diya minimaiz koren	যে বাটন দিয়ে মিনিমাইজ করেন
Root + kali nethunther supported mobile lagbe	রুট + কালি নেটহান্টার সাপোর্টেড মোবাইল লাগবে
ami paichi 2550	আমি পাইছি ২৫৫০
er cheye redmi 4 prime valo…. chipset snapdragon 625 2.0 ghz, 4100 mah battery…	এর চে রিডমি ৪ প্রাইম ভালো.... চিপসেট স্নাপড্রাগন ৬২৫ ২.০ গিগাহার্টজ, ৪১০০ মেগাআম্পেয়ার ব্যাটারী...
thanks boss.vpn connected successfully.you really genius.	থ্যাংকস বস। ভিপিএন কানেক্টেড সাকসেসফুলি। ইউ রিয়ালি জিনিয়াস।
nobi ke ki valobasha jay na!!!	নবী কে কি ভালোবাসা যায় না!!!
eta amar o ager versione hoto	এটা আমার ও আগের ভার্সনে হতো
akbar na,hole bar bar try kren hbe	একবার না, হলে বার বার ট্রাই করেন হবে
hahaha, er cheye wrestling revolution 3D valo.	হাহাহাআ, এর চেয়ে রেস্লিং রেভুলেশন ৩ডি ভালো।
Meyed barano jabe kI?? ontoto 1 mas?	মেয়াদ বাড়ানো যাবে কি?? অন্তত ১ মাস?
Excuse me. Ami trickbd te akdom notun. Onek din age akta post disilam. But akhono pending a ase. Jodi post a kono bhul hoye thake tahole amake doya kore bolen. Next time hobe nah. Ami akhon ki korbo ami kisui bujhsi na.	এক্সউজ মি। আমি ট্রিকবিডি তে একদম নতুন। অনেক দিন আগে একটা পোস্ট দিসিলাম। ব্যাট এখনও পেন্ডিং এ আসে। যদি পোস্ট এ কোন ভুল হয়ে থাকে তাহলে আমআকে দোয়া করে বলেন। নেক্সট টাইম হবে না। আমি এখন কি করবো আমি কিছুই বুঝসি না।
id to fire paboi.karon amar hate proved ase.rana vai amake bollo id naki apni bikri koresen. ami take proman dile rana vai id firiye den.	আইডি তো ফিরে পাবোনি। কারন হাতে প্রুভড আসে। user ভাই আমাকে বলল আইডি নাকি আপনি বিকরি করেসেন। আমি থাকে প্রমাণ দিলে user ভাই আইডি ফিরিয়ে দিন।
vai fb te shakibul alam er ovab nai	ভাই এফবিতে user এর অভাব নাই
So, OpenBullet software ta ki Linux e kaj krbe?	সো, ওপেনবুলেট সফটওয়্যার টা কি লিনাক্স এ কাজ করবে?
??? aree dhettiri moja loisi	??? আরেএ ধেত্তিরি মজা লইসি
apnake jodi nijer flexiload er msg dey tahole mone korben je oita app thekei disilo. Ha ha	আপনাকে যদি নিজের ফ্লেক্সিলোড এর ম্যাসেজ দেয় তাহলে মনে করবেন যে ঐটা অ্যাপ থেকেই দিসিলো। হা হা
Kusu korte parben na..verify kora	কিছু করতে পারবেন না..ভেরিফাই করা
na. eta korle ban khaven.	না। এটা করলে ব্যান খাবেন।
amr,,dashboard er satoshi button app tutorial theke whatsapp e join hon..oikhanei contact hobe	আমার, ড্যাশবোর্ড এর সাতোসি বাটন অ্যাপ টিউটোরিয়াল থেকে হোটাসঅ্যাপ এ জইন হন..ঐখানে কন্টাক্ট হবে
Apner Fb Id Ta Diben Pls	আপনার এফবি আইডি তে দিবেন প্লিজ
Ami to amni jggs korlam vaia …☺️	আমি তো এমনি জিজ্ঞেস করলাম ভাইয়া…☺️
R@na bro plzz trickbd ta user registation চালু করেন।নহলে visitor কমে যাবে।আর আমি Bl free server niya akta post liktaci plzz amaka author koiren!????	user ব্র প্লিজ ট্রিকবিডি তে ইউজার রেজিস্ট্রেশন চালু করেন।নহলে ভিসিটর কমে যাবে।আর আমি বিএল ফ্রি সার্ভার নিয়ে একটা পোস্ট লিখতেছি প্লিজ আমাকে অথর কইরেন!????
kon mobilar jonno	কোন মোবাইলের জন্য
sobay payna google adsens.ok	সবাই পায়না গুগল অ্যাডসেন্স।ওকে
Onkkkk valo. next post Chai…	অনেকককক ভালো। নেক্সট পোস্ট চাই...
vai.Ami pendriv boatable korte gele file extracting error dekhay.. 3 ta PC te try korsi ek e problem hosse.. Rufus use korsi.. ki korte pari ekhn?	ভাই।আমি পেনড্রাইভ বুটেবল করতে গেলে ফাইল এক্সট্রাক্টিং এরর দেখায়.. ৩ টা পিছি তে ট্রাই করসি এক এ প্রবলেম হচ্ছে... রুফাস ইউস করসি.. কি করতে পারি এখন?
custom rom ta ki jenes amai kaw bujaban.	কাস্টম রোম টা কি জিনিস আমাই কেউ বুঝাবেন।
Vai apone ki amake xiaomi miui 8/9 er custom ROM er link ta dite parben.for symphony h60	ভাই আপনি কি আমাকে সাওমি মিইউ ৮/৯ কাস্টম রোম এর লিংক টা দিতে পারবেন। ফর সিম্ফনি এইচ৬০
amar phone to emnitei sob somoy super fast thake bujina!?	আমার ফোন তো এমনিতেই সব সময় সুপার ফাস্ট থাকে বুঝিনা!?
ok bahi r kaj korlay thanks	ওকে ভাই আর কাজ করলে থ্যাংকস
ami ki amar nijer make kora php script akhane run korate parbo?	আমি কি আমার নিজের মেক করা পিএইচপি স্ক্রিপ্ট এখানে রআন করাতে পারবো?
Vai,,sms getaway API teke masking er jonno Facebook leka ashe	ভাই ,, এসএমএস গেটাওয়ে এপিআই থেকে মাস্কিং এর জন্য ফেসবুক লেখা আসে
Passward protected rar format a pathaile subidha ki????	পাসওয়ার্ড প্রটেক্টেড রার ফরম্যাট এ পাঠাইলে সুবিধা কি????
Cool VPN….Snap VPN…ei 2ta vpn er premium account or mod version proyojon vai…Zodi konovabe share korten	কুল ভিপিএন....স্নাপ ভিপিএন...এই ২টা ভিপিএন এর প্রিমিয়াম অ্যাকাউন্ট অর মোড ভার্সন প্রয়োজন ভাই...যদি কোনভাবে শেয়ার করতেন
rag kortesen keno…apni unity ar kotha bollen..je game onek purano…tai bollam..	রাগ করতেসেন কেন...আপনি ইউনিটি এর কথা বললেন..যে গেম অনেক পুরানো...তাই বললাম..
na vai…model kheyal na	না ভাই... মডেল খেয়াল না
kaj hoise bro…tnx…& jader download dite problem hosse tara eikhan theke download den.. link:	কাজ হইসে ব্র...থ্যাংকস...& যাদের ডাউনলোড দিতে প্রবলেম হচ্ছে তারা এইখান থেকে ডাউনলোড দেন.. লিংক:
mix korey porbe..pubg er moto na	মিক্স করে পরব..পাবজি এর মত না
Ami too bangla backgroud er lekha tulte parsi na….jemon আ shoho r onek gula type hossa na……settings too tik e dilam	আমি তো বাংলা ব্যাকগ্রাউন্ড এর লেখা তুলতে পারছি না...যেমন আ সহ আর অনেক গুলা টাইপ হচ্ছে না...... সেটিং তো ঠিক ই দিলাম
connecte na hole country japan clt koren tahole cnt hobe	কানেক্ট না হলে কান্ট্রি জাপান ক্লিক করেন তাহলে কানেক্ট হবে
good youtube adsense paycen	গুড ইউটিউব অ্যাডসেন্স পাইছেন
ata ki vabe somvob root na korle Ki twrp install dite parbo .	এটা কি ভাবে সম্ভব রুট না করলে কি টোয়ারপ ইন্সটল দিতে পারবো।
unlimited holo koi…???	আনলিমিটেড হলো কৈ...???
Vai….apni kothaw vul korsen…….keno bolunto ilme din shikhte 22 prokar ilm lage….apnar koita ase nijei nijeke jiggasa korun…..er moddhe koyekta holo arbi bhashar grammer + aro 21 ta bhujlen …bangladesh er onek alem 22 prokar shikse tader moddhe apni koy jon kei ba ar dekhsen. Tahole যয়ীফ hadis kontake bole sheta taderke apni shikhaben naki apni giye shikhe asben ????	ভাই....আপনি কোথাও ভুল করছেন.......কেন বলুনতো ইল্মে দিন শিখতে ২২ প্রকার ইল্ম লাগে....আপনার কয়টা আসে নিজেই নিজেকে জিজ্ঞাসা করুন.....এর মধ্যে কয়েকটা হলো আরবি ভাষার গ্রামার+ আর ২১ টা বুঝলেন... বাংলাদেশ এর অনেক আলেম ২২ প্রকার শিখছে তাদের মধ্যে আপনি কয় জন কেই বা আর দেখছেন। তাহলে যয়ীফ হাদিস কোনটাকে বলে সেটা তাদেরকে আপনি শিখাবেন নাকি আপনি গিয়ে শিখে আসবেন????
superpay te ami pc diea winsscribe vpn diea connect kore.. browsrr a -disable web rtc – addon installed dieau earn krte pari nai…help pls…bro….	সুপারপে তে আমি পিছি দিয়ে উইনস্ক্রাইব ভিপিএন দিয়ে কানেক্ট করে.. ব্রাউজার এ -disable web rtc – addon installed দিয়েও আরন করতে পারি নাই... হেল্প প্লিজ...ব্র....
100% root hobe . try koren	১০০% রুট হবে।ট্রাই করেন
Entur account id te ki dibo?	এন্টার অ্যাকাউন্ট আইডি তে কি দিব?
vai reqest dici	ভাই রিকুয়েস্ট দিছি
Nc Onk Valo But No Watermark Link ta Dile Valo Hoto sobar jonno ?	এনছি অনেক ভালো বাট নো ওয়াটারমার্ক লিঙ্ক তা দিলে ভালো হতো সবার জন্য?
Kichu boilen na, amon reply diye jabe apni pura din absos korben!	কিছুু বইলেন না, এমন রিপ্লাই দিয়ে যাবে আপনি পুরা দিন আফসোস করবেন!
Amr phn charge a dile gorom hoi. Eta ki problem?	আমার ফোন চার্জ এ দিলে গরম হয়। এটা কি প্রবলেম?
well described ?	ওয়েল ডিসক্রাইবড?
Apne asoly kaj korban ke na ta janar jonno Ss deta hoba.	আপনে আসলে কাজ করবেন কি না তা জানার জন্য এসএস দিতে হবে।
Amnitaeo off hobe	এমনিতেও অফ হবে
1143985 uc er hacking code Sobar kaj korba na aga e bola niccce…	১১৪৩৯৮৫ ইউছি এর হ্যাকিং কোড সবার কাজ করবে না আগে এ বলে নিচ্ছি...
Link thik ase valo vabe try kren…	লিংক ঠিক আসে ভালো ভাবে ট্রাই করেন...
eisob link na dile hoy na…..?…..	এইসব লিংক না দিলে হয় না.....?.....
seta jani na oita steam er jonno dici	সেটা জানি না ঐটা স্টিম এর জন্য দিছি
mobile diye port korar tutorial	মোবাইল দিয়ে পোর্ট করার টিউটোরিয়াল
Selfie tolar jonno kono config ache?	সেলফি তোলার জন্য কোন কনফিগ আছে?
vai click dibo j kunu ektay 5 add er modde??	ভাই ক্লিক দিব যে কোন একটায় ৫ অ্যাড এর মধ্যে??
Puffin browser diye kono kicu download dite parina. Sorasori kono audio ba video download dile play hoy. Download system ta keu bolte parben?	পুফিন ব্রাউজার দিয়ে কোন কিছু ডাউনলোড দিতে পারিনা। সরাসরি কোন অডিও বা ভিডিও ডাউনলোড দিলে প্লে হয়। ডাউনলোড সিস্টেম টা কেউ বলতে পারবেন?
riad……..osthir…….kka …post ta edit koira ..apktool er ekta link dea dio…polaypain pay na….play store kintu nai…bujchos….	user........অস্থির.......কেকে ...পোস্ট টা এডিট কইরা ..এপিকেটুল এর একটা লিংক দিয়ে দিও...পোলাপাইন পে না....প্লে স্টোর কিন্তু নাই...বুঝছোস....
Vai dur sombad meyad only 1 day	ভাই দূর সংবাদ মেয়াদ অনলি ১ দে
broo last 7days amar icome 111$	ব্রো লাস্ট ৭ ডেইস আমার ইনকাম ১১১৳
niscoy seta aliender… tar mane nobijir manob sovvota dhongser onnnneeeeekkk pore giyecilo… jekhane manosh jannat jahanname chilo.. Kinto ekta jinish komon chilo aeta asmaner hisab… Tar mane amra j store aci onno pranirao ei store ace…sudho khuje pawar opekkha… Vaiya ami apnake ekta kotha boli sonen amara jehoto mosoln amader bissas kora ucit j alor cye boraker goti beshi… Abr apni bollen paste asa jabena ami ek mot na… Nobiji eto billion bocor samne giyeo nijer ek nimish matro gayab chilo… tar mane tini 1ste future e gesen r pore tar bortomane esechen..	নিশ্চয় সেটা আলিয়েন্দার... তার মানে নবীজির মানব সভ্যতা ধ্বংসের অনেককককক পরে গিয়েছিল... যেখানে মানুষ জান্নাত জাহান্নামে ছিল.. কিন্তু একটা জিনিস কমন ছিল এটা আসমানের হিসাব... তার মানে আমরা যে স্তরে আছি অন্য প্রাণীরাও এই স্তর আছে...শুধু খুঁজে পাওয়ার অপেক্ষা... ভাইয়া আমি আপনাকে একটা কথা বলি শুনেন আমরা যেহেতু মুসলমান আমাদের বিশ্বাস করা উচিৎ যে আলোর চেয়ে বরাকের গতি বেশি... আবার আপনি বলেন পাস্টে আশা জাবেনা আমি এক মত না... নবীজি এত বিলিয়ন বছর সামনে গিয়েও নিজের এক নিমিষ মাত্র গায়বে ছিল... তার মানে তিনি ১স্তে ফিউচার এ গেসেন আর পরে তার বর্তমানে এসেছেন..
ha, Per post hisebe diye thaki abar bonus sorup point system kora hoyeche. Post korleo Taka pabe abar pasapashi point hisebeo taka pabe……	হা, পার পোস্ট হিসাব দিয়ে থাকি আবার বোনাস সরুপ পয়েন্ট সিস্টেম করা হয়েছে। পোস্ট করলেও টাকা পাবে আবার পাশাপাশি পয়েন্ট হিসাবেও টাকা পাবে......
Thank you Vaiya	থ্যাংক ইউ ভাইয়া
Symphony i10 a kivabe khelbo ???	সিম্ফনি আই১০ এ কিভাবে খেলবো???
request accept করেন…	রিকুয়েস্ট অ্যাকচেপ্ট করেন...
kothai vul hoychea plase bolen	কোথায় ভুল হয়েছে প্লিজ বলেন
Sarowar# vai.! amar lava iris505 mobile ta root hoy na kano onek app theya try korlam &apnar ai apps ta theya try korlam kinto hoy na plz plz bolen kibabe korbo…….??? Repl	user#ভাই।! আমার লাভা আইরিস৫০৫ মোবাইল টা রুট হয় না কেন অনেক অ্যাপ দিয়ে ট্রাই করলাম & আপনার এই অ্যাপস টা দিয়ে ট্রাই করলাম কিন্তু হয় না প্লিজ প্লিজ বলেন কিভাবে করবো .......??? রিপ্লাই
Oi..ta…2.30 minit por claim kore…r Coinbase holo bitcoin & Etherium & Litecoin Rakhar Address…	ঐ..টা..২.৩০ মিনিট পর ক্লেইম করে...আর কয়েনবেস হলো বিটকইন & এথিরিয়াম & লিটকয়েন রাখার অ্যাডরেস...
ji vaiya ace..ifast24 diye	জি ভাইয়া আছে..আইফাস্ট২৪ দিয়ে
Abal Ke Ta To Bojhai Jacche. Sa** Abal.	আবাল কে টা তো বুঝাই যাচ্ছে। সে** আবাল।
Etar stable version ta niye khub taratari post dibo otay GDrive er link included thakbe….In Shaa Allah !!	এটার স্টেবেল ভার্সন টা নিয়ে খুব তাড়াতাড়ি পোস্ট দিব ওটায় জিড্রাইভ এর লিংক ইনক্লুডেড থাকবে...ইনশাআল্লাহ
bolun ki help korte pari…..?	বলুন কি হেল্প করতে পারি.....?
akhon notun kore join howa jabe… nki time ses	এখন নতুন করে জইন হওয়া যাবে... নাকি টাইম শেষ
dekhii use kore kmn	দেখি ইউজ করে কেমন
facebook.com/nasimafridi.net inbox a asen..	facebook.com/nasimafridi.net ইনবক্স এ আসেন।
ja mashs offer pabo sai masai 9tk load dila mb pabo	যা মাস অফার পাবো সেই মাসেই ৯টাকা লোড দিলে এমবি পাবো
Vai tnx realy ata kag kora	ভাই থ্যাংকস রিয়ালি এটা কাজ করে
vi akta laptop kinte chassi. Grafic ar kaj korbo.. kintu bujtasina kon brand valo ba kon ficher gula valo hobe plz vi halp me (40000-55000) takar modde.	ভাই একটা ল্যাপটপ কিন্তু চাচ্ছি। গ্রাফিক এর কাজ করবো.. কিন্তু বুঝতেসিনা কোন ব্রান্ড ভালো বা কন ফিসার গুলা ভালো হবে প্লিজ ভাই হেল্প মি(৪০০০০-৫৫০০০) টাকার মধ্যে।
WoOw… try kore dekbo,tnxx	ওয়াও... ট্রাই করে দেখবো,থ্যাংকস
Ei Kuno Opar Holo	এই কোন উপায় হল
Video lagle bolen video dibo?	ভিডিও লাগলে বলেন ভিডিও দিবো?
ami dekhteci link thiki ace	আমি দেখতেছি লিংক ঠিকি আছে
ha real subacriber hbe bro.and apni joto icce toto point earn krtrte parben no limit	হা রিয়াল সাবস্ক্রাইব হবে ব্র।অ্যান্ড আপনি যত ইচ্ছে তত পয়েন্ট আরন করতে পারবেন নো লিমিট
Vai apnar help lagto apnak message dite parchi na . Request dici fb te ektu dekhen amar id name saad.. Fb id:	ভাই আপনার হ্লেপ লাগতো আপনাক ম্যাসেজ দিতে পারছি না। রিকুয়েস্ট দিছি এফবি একটু দেখেন আমার আইডি নাম user.. এফবি আইডি://Facebook.com/suhaelsaad
Amar kaj hoice bolei share koreci. 1 bochor er o somoy dhore use koreci.. Age try koren.. Tarpor bolen kaj kore kina.?? Ar kothay lekha tempmail?? Spam mane ki temporary?? ??	আমার কাজ হইছে বলেই শেয়ার করেছি। ১ বছর এর ও সময় ধরে ইউজ করেছি.. আগে ট্রাই করেন.. তারপর বলেন কাজ করে কিনা।?? আর কোথায় লেখা টেম্পমেইল?? স্পাম মানে কি টেম্পোরারি?? ??
gd, html sesh hole css dibo.	গুড, এইচটিএমএল শেষ হলে ছিএসএস দিব।
Community disabled naki onno kono disabled? fb m.me/xnltd.nishat	কমিউনিটি ডিসঅ্যাবেল নাকি অন্য কোন ডিসঅ্যাবেল? fb m.me/xnltd.nishat
app ta kaj kore but eita illegal.. dhora khaile khobor ase	অ্যাপ টা কাজ করে বাট এইটা ইলিগ্যাল.. ধরা খাইলে খবর আসে
online income kore te saile inbox..	অনলাইন ইনকাম করে তে চাইলে ইনবক্স
Amad ekta famous site silo….seta onek kosto kore banaslam….kintu seta sell deyar somoy…..bas khaisi….ajibon mone thakbe	আমাদের একটা ফেমাস সাইট ছিল....সেটা অনেক কষ্ট করে বানাইসিলাম....কিন্তু সেটা সেল দেওয়ার সময়....বাঁশ খাইসি....এইজীবন মনে থাকবে
Tmx 2 all	থ্যাংকস ২ অল
Akdin css, akdin header, akdin footer na diye , ak part a full code diye sundor kore post korun…ete kore je jane na tar help hobe.	একদিন ছিএসএস, একদিন হেডার, একদিন ফুটার না দিয়ে, এক পার্ট এ ফুল কোড দিয়ে সুন্দর করে পোস্ট করুন...এটি করে যে জানে না তার হেল্প হবে।
na…bro jst apnar mobile theke delete hbe….account delete hbe na	না...ব্র জাস্ট আপনার মোবাইল থেকে ডিলিট হবে....অ্যাকাউন্ট ডিলিট হবে না
speed valo na	স্পীড ভালো না
Eta sobai jne pray…..r o vlo post chai…	এটা সবাই জানে প্রায়.....আর ও ভালো পোস্ট চাই...
Chipset Ki ? Medaitek na spedterum?	চিপসেট কি? মিডিয়াটেক না স্পীডটেরাম?
Valo post but amar paypal usa number diye kola.akon login hoyna.varification code chay.	ভালো পোস্ট বাট আমার পেপাল ইউএসএ নাম্বার দিয়ে কলা।এখন লগিন হয়না। ভেরিফিকেশন কোড চায়।
Masum baike Ami Tuner kore dichi Editor baike bole…	user ভাইকে আমি টিউনার করে দিছি এডিটর ভাইকে বলে...
apnonar cpanel a giye dekhon ftp acount ase okhane deteils ase	আপনার ছিপ্যানেল এ গিয়ে দেখুন এফটিপি অ্যাকাউন্ট আসে ঐখানে ডেটেইলস আসে
bondhuder refer link diye	বন্ধুদের রেফার লিংক দিয়ে
Good post broo….onek a ai post ta jane na…so kao baje cmnt korben na…ja ra jara paren tara post nakle valo hbe….tnx	গুড পোস্ট ব্রো....অনেক এ এই পোস্ট টা জানে না...সো কেও বাজে কমেন্ট করবেন না... যা রা যারা পারেন তারা পোস্ট লিখলে ভালো হবে....থ্যাংকস
acca vay beta verson ki hack hoyar somvobona besi thake	আচ্ছা ভাই বিটা ভার্সন কি হ্যাক হওয়ার সম্ভবনা বেশি থাকে
Na vai apni khulta paran. Jara bola tadar jonno bollam	না ভাই আপনি খুলতে পারেন। যারা বলে তাদের জন্য বললাম
haramirphone abar valo offer dey naki !	হারমিফোন আবার ভালো অফার দেয় নাকি!
vai amar symbian niye post ta dekhun pls	ভাই আমার সিমবিয়ান নিয়ে পোস্ট টা দেখুন প্লিজ
O1796956225 vai shadin vai er number ta dan amar khub upokar hoto	X ভাই user ভাই এর নাম্বার টা দেন আমার খুব উপকার হতো
2 takay 14 din???	২ টাকায় ১৪ দিন???
vai apnar jonna coment eriyar obstha kharaf….accha apnar what’s app number ta den add karchi	ভাই আপনার জন্য কমেন্ট এরিয়ে অবস্থা খারাপ....আচ্ছা আপনার ওয়াটস'অ্যাপ নাম্বার টা দেন অ্যাড করছি
Ata to Easynet a asey ata abar post kora lagey?	এটা তো ইজিনেট এ আসে এটা আবার পোস্ট করা লাগেই?
Taile Ami Kibhabe Amar kitkat Costom Rom dibo	তাইলে আমি কিভাবে আমার কিটকাট কাস্টম রোম দিব
ager gulan kaaj kore na…	আগের গুলান কাজ করে না...
Sobi Treiner Vaider Post A Valo Valo Comment Korben.Jate Tara Porobortite Valo Post Korte Agrohi Hoy.Ar Post Valo Na Lagle Author Vaider Gali Diben Na.Borog Tader Bolben.Vai Post Ta Delet Koren.Treiner Vai Obossoi Post Delet Korbe.Sobar Kace Atai Asa Kori,,	সবাই ট্রেইনার ভাইদের পোস্ট এ ভালো ভালো কমেন্ট করবেন। যাতে তারা পরবর্তীতে ভালো পোস্ট করতে আগ্রহী হয়। আর পোস্ট ভালো না লাগলে অথর ভাইদের গালি দিবেন না। ব্ররগ তাদের বলবেন। ভাই পোস্ট টা ডিলিট করেন। ট্রেইনার ভাই অবশ্যই পোস্ট ডিলিট করবে। সবার কাছে এটাই আশা করি,,
mdreaz ami ki bolice noton?	user আমি কি বলিছি নতুন?
Monster ui,Eggstar and Gravity Box KK install korlei choley but Moster Ui anek Phone er khoti korey thakey…..Tai sobcheye valo niom hoche Hk theme manager diey Androim L theme Apply kora	মন্সটার ইউআই, এগগস্টার অ্যান্ড গ্রাভিটি বক্স কেকে ইন্সটল করলেই চলে বাট মন্সটার ইউআই অনেক ফোন এর ক্ষতি করে থাকে....তাই সবচেয়ে ভালো নিয়ম হোক থিম ম্যানেজার দেই আন্দ্রিওম এল থিম অ্যাপ্লাই করা
RFL-Pran Company Ekta Mobile Banaise, Oita niye dekhi kew review Post Dilen nah	আরএফএল-প্রাণ কোম্পানি একটা মোবাইল বানাইছে, ওইটা নিয়ে দেখি কেও রিভিউ পোস্ট দিলেন না
Onek valo post.	অনেক ভালো পোস্ট।
hmmm ami tai bolse,,,, ✌✌✌	হুমমম আমি তাই বলসি,,,, ✌✌✌
Vaia, robi er moto free net ki r jibonew pabo na? Reply guys…..	ভাইয়া,রবি এর মত ফ্রি নেট কি আর জীবনেও পাবো না? রেপ্লাই গাইস.....
